time,open,high,low,close,Volume
2017-10-10,0.7982,0.802,0.7978,0.802,6643.0
2017-10-11,0.8032999999999999,0.8075,0.8,0.8042,9921.0
2017-10-12,0.805,0.8081,0.805,0.807,8397.0
2017-10-13,0.8072999999999999,0.814,0.8064,0.814,9827.0
2017-10-16,0.8156,0.8166,0.8122999999999999,0.8135,7671.0
2017-10-17,0.8129,0.8174,0.8122,0.8174,6126.0
2017-10-18,0.8184,0.8208,0.815,0.815,6053.0
2017-10-19,0.816,0.8191,0.816,0.8172,5647.0
2017-10-20,0.8179,0.8195,0.8135,0.8139,11038.0
2017-10-23,0.814,0.8145,0.8072,0.8082,10316.0
2017-10-24,0.8082,0.813,0.8067000000000001,0.813,15474.0
2017-10-25,0.8145,0.8206,0.8125,0.8206,12204.0
2017-10-26,0.8205,0.824,0.8158,0.8208,17377.0
2017-10-27,0.8222999999999999,0.831,0.8191,0.831,18567.0
2017-10-30,0.834,0.8398,0.831,0.8362,15450.0
2017-10-31,0.8342,0.8373999999999999,0.8305,0.8319,19633.0
2017-11-01,0.8305,0.8358,0.8302999999999999,0.8358,15611.0
2017-11-02,0.8365,0.8398,0.83,0.83,22192.0
2017-11-03,0.8287,0.838,0.8282,0.838,20823.0
2017-11-06,0.841,0.845,0.8382999999999999,0.845,16841.0
2017-11-07,0.8461000000000001,0.8506,0.844,0.847,20580.0
2017-11-08,0.8465,0.857,0.8465,0.857,20034.0
2017-11-09,0.8568,0.8609,0.8562000000000001,0.8573,18926.0
2017-11-10,0.857,0.861,0.8555,0.8573,18344.0
2017-11-13,0.8575,0.8637999999999999,0.8575,0.8635,7471.0
2017-11-14,0.8655,0.8719,0.8635,0.8697,9399.0
2017-11-15,0.8715,0.8802000000000001,0.8685,0.877,7473.0
2017-11-16,0.878,0.8881,0.877,0.8881,6160.0
2017-11-17,0.8975,0.908,0.8915,0.903,13311.0
2017-11-20,0.9049,0.93,0.9041,0.93,10205.0
2017-11-21,0.935,0.9658,0.9338,0.958,14988.0
2017-11-22,0.9603,0.976,0.9593,0.975,15357.0
2017-11-23,0.983,0.9875,0.94,0.95,15836.0
2017-11-24,0.947,0.954,0.9352,0.938,12871.0
2017-11-27,0.94,0.946,0.9371,0.946,9354.0
2017-11-28,0.9459,0.9499,0.94,0.9465,9158.0
2017-11-29,0.949,0.96,0.9465,0.96,7116.0
2017-11-30,0.9631,0.9729,0.958,0.958,10314.0
2017-12-01,0.9592,0.9646,0.958,0.9636,7557.0
2017-12-04,0.9675,0.988,0.9652,0.988,7269.0
2017-12-05,0.992,0.992,0.9516,0.955,13736.0
2017-12-06,0.953,0.9539,0.9234,0.949,19866.0
2017-12-07,0.9489,0.9529,0.9306,0.937,17187.0
2017-12-08,0.935,0.943,0.929,0.936,16021.0
2017-12-11,0.9285,0.929,0.9,0.9,13634.0
2017-12-12,0.906,0.9179,0.86,0.905,26110.0
2017-12-13,0.914,0.9168,0.895,0.91,24962.0
2017-12-14,0.9069,0.928,0.9052,0.928,20361.0
2017-12-15,0.935,0.939,0.927,0.935,16825.0
2017-12-18,0.94,0.958,0.938,0.958,13261.0
2017-12-19,0.9568,0.9619,0.9412,0.9425,15668.0
2017-12-20,0.9448,0.9535,0.9411,0.949,12353.0
2017-12-21,0.948,0.9536,0.9378,0.9378,7596.0
2017-12-22,0.95,0.956,0.9491,0.956,15441.0
2017-12-25,0.9582,0.9613,0.9563,0.9613,9454.0
2017-12-26,0.9619,0.976,0.9614,0.976,12333.0
2017-12-27,0.975,0.9788,0.96,0.966,14534.0
2017-12-28,0.9681,0.9793,0.9652,0.9779,13077.0
2017-12-29,0.98,0.9888,0.978,0.98,16735.0
2018-01-02,0.9839,0.999,0.9808,0.999,11347.0
2018-01-03,1.0025,1.0152,1.002,1.0128,16134.0
2018-01-04,1.0148,1.0239,1.0128,1.0239,13815.0
2018-01-05,1.0241,1.025,1.007,1.012,16296.0
2018-01-08,1.0083,1.031,1.0057,1.03,13326.0
2018-01-09,1.0343,1.043,1.0255,1.042,17655.0
2018-01-10,1.0425,1.0488,1.035,1.04,17692.0
2018-01-11,1.0375,1.054,1.0331,1.0528,16763.0
2018-01-12,1.0531,1.0583,1.0466,1.0515,19166.0
2018-01-15,1.05,1.059,1.0460999999999998,1.059,15375.0
2018-01-16,1.059,1.0651,1.0502,1.058,15517.0
2018-01-17,1.0599,1.0607,1.024,1.024,11550.0
2018-01-18,1.021,1.0443,1.0132,1.0443,12075.0
2018-01-19,1.057,1.0639,1.0525,1.0525,20020.0
2018-01-22,1.056,1.0898,1.056,1.0898,19173.0
2018-01-23,1.0875,1.103,1.0871,1.1,10305.0
2018-01-24,1.1,1.1068,1.0981,1.103,10735.0
2018-01-25,1.106,1.1235,1.1059,1.119,18230.0
2018-01-26,1.1202,1.1239,1.105,1.111,22144.0
2018-01-29,1.1135,1.1165999999999998,1.0918,1.093,18590.0
2018-01-30,1.086,1.105,1.078,1.105,23466.0
2018-01-31,1.103,1.112,1.085,1.085,23687.0
2018-02-01,1.0863,1.091,1.0725,1.08,25179.0
2018-02-02,1.082,1.087,1.0756,1.087,23420.0
2018-02-05,1.081,1.0819,1.042,1.042,23907.0
2018-02-06,1.0148,1.035,0.978,1.0,34837.0
2018-02-07,1.0288,1.0317,1.015,1.02,27374.0
2018-02-08,1.0199,1.0232,1.0045,1.0045,22948.0
2018-02-09,0.957,1.0,0.957,1.0,28547.0
2018-02-12,1.01,1.039,1.0076,1.039,13958.0
2018-02-13,1.0460999999999998,1.0587,1.0448,1.0535,8526.0
2018-02-21,1.0742,1.0925,1.0742,1.082,16094.0
2018-02-22,1.0715,1.0845,1.0599,1.0599,27033.0
2018-02-23,1.073,1.106,1.072,1.106,27435.0
2018-02-26,1.121,1.1279,1.099,1.1082,26368.0
2018-02-27,1.117,1.12,1.093,1.112,36321.0
2018-02-28,1.1022,1.1125,1.098,1.105,27133.0
2018-03-01,1.098,1.115,1.0962,1.1055,33683.0
2018-03-02,1.097,1.109,1.0923,1.109,26006.0
2018-03-05,1.115,1.1197,1.0755,1.0755,22423.0
2018-03-06,1.0864,1.11,1.0811,1.11,30557.0
2018-03-07,1.1099,1.111,1.074,1.087,33011.0
2018-03-08,1.0951,1.112,1.0922,1.1056,33867.0
2018-03-09,1.114,1.12,1.0965,1.106,31874.0
2018-03-12,1.117,1.1195,1.1062,1.1118,23088.0
2018-03-13,1.1085,1.116,1.0982,1.116,28875.0
2018-03-14,1.1157,1.1175,1.1101,1.1139,15889.0
2018-03-15,1.1098,1.113,1.107,1.1095,9003.0
2018-03-16,1.123,1.1265999999999998,1.1211,1.1265999999999998,14259.0
2018-03-19,1.128,1.137,1.1268,1.1311,14895.0
2018-03-20,1.1277,1.1365999999999998,1.1265,1.132,16426.0
2018-03-21,1.1341,1.1423,1.134,1.1399,17643.0
2018-03-22,1.146,1.1484,1.139,1.139,17855.0
2018-03-23,1.1241,1.1276,1.1196,1.126,24527.0
2018-03-26,1.1256,1.148,1.1251,1.14,18497.0
2018-03-27,1.1545,1.1545,1.144,1.1469,19508.0
2018-03-28,1.1433,1.149,1.1411,1.1465,16640.0
2018-03-29,1.1485,1.1499,1.1413,1.1428,15467.0
2018-03-30,1.144,1.147,1.1393,1.1452,14884.0
2018-04-02,1.148,1.1634,1.147,1.162,17198.0
2018-04-03,1.1612,1.163,1.1565,1.1626,15942.0
2018-04-04,1.1681,1.1705,1.162,1.162,16690.0
2018-04-05,1.167,1.17,1.1633,1.17,15374.0
2018-04-06,1.1695,1.1738,1.1686,1.17,13578.0
2018-04-09,1.1709,1.1783,1.1705,1.1783,10699.0
2018-04-10,1.1779000000000002,1.1798,1.1723,1.174,14991.0
2018-04-11,1.175,1.1756,1.14,1.14,21598.0
2018-04-12,1.1385,1.145,1.128,1.141,29480.0
2018-04-13,1.1452,1.1477,1.125,1.125,25078.0
2018-04-16,1.124,1.1328,1.1231,1.125,18355.0
2018-04-17,1.1273,1.1335,1.1202,1.1335,20613.0
2018-04-18,1.1365999999999998,1.1369,1.1121,1.1122,18712.0
2018-04-19,1.1138,1.1148,1.065,1.065,18501.0
2018-04-20,1.073,1.0969,1.0600999999999998,1.0969,45743.0
2018-04-23,1.0989,1.099,1.0305,1.035,41255.0
2018-04-24,1.04,1.0647,1.031,1.044,53536.0
2018-04-26,1.0475,1.0485,1.004,1.0145,52271.0
2018-04-27,1.014,1.038,1.0101,1.031,62038.0
2018-05-02,1.033,1.034,1.0001,1.0081,58624.0
2018-05-03,1.0049,1.0215,0.9915,1.019,68891.0
2018-05-04,1.0201,1.0219,1.007,1.013,54438.0
2018-05-07,1.017,1.056,1.016,1.056,44783.0
2018-05-08,1.0545,1.067,1.047,1.05,68286.0
2018-05-09,1.048,1.061,1.041,1.042,68699.0
2018-05-10,1.0445,1.048,1.008,1.014,66720.0
2018-05-11,1.01,1.0349000000000002,0.9981,1.034,71435.0
2018-05-14,1.037,1.0568,1.0286,1.0568,63703.0
2018-05-15,1.0551,1.0729000000000002,1.047,1.047,65821.0
2018-05-16,1.049,1.0535,1.024,1.032,53866.0
2018-05-17,1.0318,1.033,1.006,1.006,48160.0
2018-05-18,1.0138,1.0298,0.993,1.0269,69922.0
2018-05-21,1.028,1.0349000000000002,0.9925,0.9925,81025.0
2018-05-22,0.991,0.9965,0.9546,0.964,84001.0
2018-05-23,0.9635,0.982,0.9461,0.9725,86276.0
2018-05-24,0.973,0.9749,0.9481,0.957,85277.0
2018-05-25,0.9571,0.9665,0.93,0.93,76618.0
2018-05-28,0.9261,0.9275,0.8806,0.8835,71052.0
2018-05-29,0.881,0.9359,0.8801,0.924,94873.0
2018-05-30,0.923,0.931,0.895,0.908,113359.0
2018-05-31,0.912,0.9457,0.9081,0.9405,90673.0
2018-06-01,0.9377,0.9638,0.9366,0.9575,85724.0
2018-06-04,0.9536,0.9845,0.953,0.9805,78215.0
2018-06-05,0.984,0.992,0.9775,0.99,79309.0
2018-06-06,0.993,1.019,0.9868,1.019,69173.0
2018-06-07,1.02,1.0278,1.011,1.016,83969.0
2018-06-08,1.016,1.0203,1.0103,1.0179,66510.0
2018-06-11,1.0158,1.0317,1.012,1.0171,66844.0
2018-06-12,1.0145,1.0145,0.9951,1.0058,89829.0
2018-06-13,1.0074,1.0185,1.0026,1.0185,83785.0
2018-06-14,1.0188,1.0214,1.002,1.002,73466.0
2018-06-15,1.0,1.008,0.9942,1.008,74736.0
2018-06-18,1.006,1.0081,0.97,0.97,78352.0
2018-06-19,0.9642,0.965,0.9081,0.9379,104565.0
2018-06-20,0.945,0.9635,0.935,0.961,113319.0
2018-06-21,0.962,0.963,0.9425,0.954,69828.0
2018-06-22,0.94,0.9696,0.9374,0.9672,112249.0
2018-06-25,0.9729,0.988,0.9722,0.9732,83134.0
2018-06-26,0.969,0.9692,0.9496,0.968,109891.0
2018-06-27,0.9751,0.9769,0.945,0.945,120943.0
2018-06-28,0.945,0.9525,0.9261,0.941,140490.0
2018-06-29,0.9432,0.9519,0.9367,0.9432,118223.0
2018-07-02,0.94,0.9423,0.9125,0.921,128952.0
2018-07-03,0.924,0.9259,0.8901,0.8901,138450.0
2018-07-04,0.8894,0.898,0.8786,0.893,147237.0
2018-07-05,0.894,0.8945,0.8561,0.866,140761.0
2018-07-06,0.871,0.904,0.8573,0.895,163341.0
2018-07-09,0.907,0.9168,0.884,0.884,146717.0
2018-07-10,0.8909,0.9108,0.8825,0.889,162556.0
2018-07-11,0.877,0.8779,0.8532000000000001,0.871,153804.0
2018-07-12,0.872,0.8916000000000001,0.87,0.876,147074.0
2018-07-13,0.883,0.902,0.8826,0.902,155462.0
2018-07-16,0.91,0.9148,0.898,0.908,139667.0
2018-07-17,0.902,0.918,0.8971,0.918,136753.0
2018-07-18,0.923,0.9341,0.9205,0.9341,84471.0
2018-07-19,0.936,0.9425,0.933,0.941,64497.0
2018-07-20,0.9323,0.946,0.9275,0.945,100734.0
2018-07-23,0.938,0.9481,0.925,0.925,102432.0
2018-07-24,0.93,0.9339,0.9152,0.924,138258.0
2018-07-25,0.9272,0.9315,0.911,0.911,121062.0
2018-07-26,0.9121,0.9198,0.9042,0.9198,123125.0
2018-07-27,0.919,0.9267,0.9182,0.925,97568.0
2018-07-30,0.9264,0.9408,0.9262,0.9375,77330.0
2018-07-31,0.938,0.9456,0.9352,0.9385,104633.0
2018-08-01,0.939,0.9431,0.9315,0.934,97696.0
2018-08-02,0.932,0.9382,0.9231,0.9382,98563.0
2018-08-03,0.9382,0.9449,0.935,0.935,74712.0
2018-08-06,0.937,0.939,0.93,0.9346,95205.0
2018-08-07,0.9351,0.938,0.9316,0.9345,83809.0
2018-08-08,0.9352,0.9435,0.9348,0.9435,64108.0
2018-08-09,0.946,0.9508,0.9402,0.9402,79080.0
2018-08-10,0.939,0.9476,0.9358,0.9465,85062.0
2018-08-13,0.9435,0.9546,0.9422,0.953,81541.0
2018-08-14,0.9551,0.962,0.9521,0.9593,79266.0
2018-08-15,0.958,0.9624,0.9466,0.9466,89449.0
2018-08-16,0.9424,0.9475,0.9355,0.947,71410.0
2018-08-17,0.953,0.9548,0.9446,0.947,98531.0
2018-08-20,0.9462,0.9515,0.9425,0.945,88210.0
2018-08-21,0.9447,0.9585,0.944,0.9585,83718.0
2018-08-22,0.9596,0.9606,0.9535,0.957,87588.0
2018-08-23,0.957,0.9635,0.9558,0.9606,84610.0
2018-08-24,0.9591,0.963,0.9563,0.9585,73122.0
2018-08-27,0.9608,0.9652,0.9607,0.9632,56268.0
2018-08-28,0.966,0.9677,0.9643,0.9656,54821.0
2018-08-29,0.966,0.9662,0.9619,0.962,47353.0
2018-08-30,0.961,0.9705,0.9606,0.9705,47804.0
2018-08-31,0.97,0.9733,0.9635,0.9657,62804.0
2018-09-04,0.9645,0.966,0.956,0.956,64838.0
2018-09-05,0.9525,0.9545,0.9401,0.944,87717.0
2018-09-06,0.9451,0.9459,0.933,0.9347,94376.0
2018-09-07,0.9355,0.9465,0.9303,0.9435,99446.0
2018-09-10,0.9445,0.9448,0.9346,0.9362,82105.0
2018-09-11,0.9368,0.9531,0.9358,0.9531,84494.0
2018-09-12,0.955,0.963,0.95,0.95,103483.0
2018-09-13,0.953,0.9595,0.9486,0.953,126627.0
2018-09-14,0.956,0.9609,0.9535,0.9585,91254.0
2018-09-17,0.9554,0.9564,0.949,0.9505,75317.0
2018-09-18,0.948,0.962,0.947,0.962,76287.0
2018-09-19,0.9643,0.9669,0.9597,0.9628,71919.0
2018-09-20,0.9635,0.971,0.9622,0.971,52525.0
2018-09-21,0.9759,0.9805,0.9685,0.98,76966.0
2018-09-24,0.9781,0.985,0.9771,0.9815,69909.0
2018-09-25,0.9822,0.9839,0.9794,0.9806,62209.0
2018-09-26,0.9814,0.9884,0.9801,0.981,64336.0
2018-09-27,0.983,0.9873,0.9809,0.9858,77757.0
2018-09-28,0.9875,0.9904,0.9861,0.9874,60396.0
2018-10-01,0.989,0.9913,0.9849,0.9849,50646.0
2018-10-02,0.9845,0.9885,0.9811,0.984,61385.0
2018-10-03,0.9845,0.9873,0.9826,0.9865,57468.0
2018-10-04,0.9872,0.992,0.9865,0.992,49998.0
2018-10-05,0.9901,0.9909,0.9823,0.9826,53977.0
2018-10-08,0.979,0.9795,0.972,0.9732,64737.0
2018-10-09,0.9743,0.9764,0.9702,0.9735,62027.0
2018-10-10,0.973,0.9739,0.9702,0.9716,43355.0
2018-10-11,0.952,0.959,0.9202,0.9202,129141.0
2018-10-12,0.91,0.9445,0.9029,0.944,148760.0
2018-10-15,0.9395,0.942,0.919,0.919,134430.0
2018-10-16,0.9255,0.938,0.9246,0.9351,121759.0
2018-10-17,0.953,0.953,0.9423,0.9455,93709.0
2018-10-18,0.941,0.9419,0.9363,0.9376,62813.0
2018-10-19,0.922,0.9329,0.9193,0.9322,116399.0
2018-10-22,0.9352,0.9372,0.9205,0.9215,102024.0
2018-10-23,0.912,0.9147,0.8902,0.901,136594.0
2018-10-24,0.909,0.9108,0.885,0.885,161827.0
2018-10-25,0.86,0.888,0.856,0.8865,184367.0
2018-10-26,0.8925,0.8941,0.87,0.87,191779.0
2018-10-29,0.875,0.881,0.8683,0.878,191419.0
2018-10-30,0.8755,0.8815,0.8725,0.876,159289.0
2018-10-31,0.884,0.904,0.8826,0.904,118224.0
2018-11-01,0.9043,0.9049,0.8765,0.884,178898.0
2018-11-02,0.8935,0.91,0.8912,0.9065,175235.0
2018-11-05,0.8964,0.904,0.889,0.899,158585.0
2018-11-06,0.905,0.9065,0.894,0.894,161568.0
2018-11-07,0.8965,0.8995,0.8853,0.8947999999999999,162816.0
2018-11-08,0.906,0.9069,0.8936000000000001,0.8936000000000001,119033.0
2018-11-09,0.893,0.8937999999999999,0.88,0.88,132579.0
2018-11-12,0.879,0.8879,0.875,0.885,127313.0
2018-11-13,0.8671,0.8781,0.8667999999999999,0.8727999999999999,138814.0
2018-11-14,0.8704,0.8759,0.8645,0.871,117102.0
2018-11-15,0.8641,0.8691,0.863,0.8667999999999999,67895.0
2018-11-16,0.8681,0.8749,0.8676,0.87,121319.0
2018-11-19,0.873,0.881,0.8721,0.881,89525.0
2018-11-20,0.8787999999999999,0.8837,0.8765,0.8813,117888.0
2018-11-21,0.876,0.895,0.8751,0.895,114488.0
2018-11-22,0.8927999999999999,0.8967999999999999,0.8895,0.892,114410.0
2018-11-23,0.8922,0.8927999999999999,0.886,0.8867999999999999,98860.0
2018-11-26,0.8879,0.891,0.8827999999999999,0.8904,102089.0
2018-11-27,0.8905,0.8939,0.8844,0.8844,103148.0
2018-11-28,0.8861,0.8916000000000001,0.8841,0.8903,105558.0
2018-11-29,0.897,0.8979,0.8852000000000001,0.8852000000000001,102906.0
2018-11-30,0.8862000000000001,0.8899,0.8805,0.8875,124714.0
2018-12-03,0.8967,0.9157,0.8963,0.915,105875.0
2018-12-04,0.9125,0.9178,0.904,0.9128,144157.0
2018-12-05,0.9062,0.9194,0.9054,0.9155,157723.0
2018-12-06,0.912,0.9145,0.9026,0.909,143614.0
2018-12-07,0.913,0.9204,0.9125,0.9141,125888.0
2018-12-10,0.911,0.9144,0.9084,0.9139,116921.0
2018-12-11,0.9165,0.9167,0.9095,0.9141,117500.0
2018-12-12,0.917,0.923,0.9165,0.9208,96037.0
2018-12-13,0.9228,0.926,0.921,0.9239,92408.0
2018-12-14,0.9215,0.9223,0.9131,0.9131,82231.0
2018-12-17,0.912,0.9125,0.897,0.897,101062.0
2018-12-18,0.893,0.8946000000000001,0.8835,0.8946000000000001,122686.0
2018-12-19,0.896,0.8961,0.8784,0.8845,122924.0
2018-12-20,0.8773,0.8854,0.8761,0.8785,80638.0
2018-12-21,0.8766,0.8796,0.8711,0.8795,143153.0
2018-12-24,0.8797999999999999,0.8819,0.8742000000000001,0.877,108772.0
2018-12-25,0.8601,0.8686,0.855,0.8677,150895.0
2018-12-26,0.8699,0.872,0.863,0.863,152700.0
2018-12-27,0.879,0.879,0.8675,0.8675,139593.0
2018-12-28,0.87,0.8706,0.855,0.855,120906.0
2019-01-02,0.856,0.8573,0.8398,0.8427,93065.0
2019-01-03,0.8452999999999999,0.8459,0.82,0.824,186737.0
2019-01-04,0.822,0.8385,0.8141,0.834,190101.0
2019-01-07,0.8405,0.8462000000000001,0.8322,0.842,167223.0
2019-01-08,0.8411000000000001,0.8433999999999999,0.835,0.8408,164901.0
2019-01-09,0.8452000000000001,0.8518,0.8449,0.8475,153409.0
2019-01-10,0.845,0.8485,0.8405,0.8405,127039.0
2019-01-11,0.845,0.8495,0.8418,0.8456,113695.0
2019-01-14,0.8446,0.8478,0.8428,0.8465,88977.0
2019-01-15,0.85,0.86,0.8492000000000001,0.86,102201.0
2019-01-16,0.8613999999999999,0.8633,0.8585,0.8607,91175.0
2019-01-17,0.8605,0.8613999999999999,0.85,0.85,25125.0
2019-01-18,0.8445,0.8471000000000001,0.841,0.841,117714.0
2019-01-21,0.8442000000000001,0.8623999999999999,0.8441000000000001,0.862,124449.0
2019-01-22,0.8634,0.8634,0.8527,0.854,129617.0
2019-01-23,0.8531,0.8635,0.8517,0.8608,147020.0
2019-01-24,0.8605,0.8667999999999999,0.859,0.8617,166608.0
2019-01-25,0.865,0.869,0.8635,0.8679,129033.0
2019-01-28,0.8703,0.8725,0.8637,0.865,113209.0
2019-01-29,0.8621,0.87,0.8606,0.87,109982.0
2019-01-30,0.8715,0.8727999999999999,0.867,0.8682000000000001,122547.0
2019-01-31,0.8731,0.8747999999999999,0.866,0.8669,103481.0
2019-02-01,0.8664,0.8687999999999999,0.8625,0.8685,91446.0
2019-02-11,0.868,0.878,0.868,0.878,63804.0
2019-02-12,0.8781,0.89,0.8777999999999999,0.885,119240.0
2019-02-13,0.888,0.896,0.8856,0.8945,137697.0
2019-02-14,0.8939,0.8967999999999999,0.8906000000000001,0.8921,122562.0
2019-02-15,0.8905,0.8926000000000001,0.887,0.8896000000000001,87710.0
2019-02-18,0.8979,0.8996000000000001,0.8956000000000001,0.8995,67201.0
2019-02-19,0.9,0.9088,0.9,0.9001,84749.0
2019-02-20,0.9015,0.9089,0.8995,0.9089,87347.0
2019-02-21,0.9081,0.925,0.908,0.925,37825.0
2019-02-22,0.913,0.9245,0.9115,0.9194,124838.0
